artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Aníbal Troilo,tango,track,Pa' que bailen los muchachos,2000,30WKelmgHOVymUedVpWbgU,"Aníbal Troilo (July 11, 1914 - May 18, 1975) was an Argentine tango musician. He is said to be the bandoneon player who defined the instrument for his generation. His orchestra was among the most preferred by social dancers during the golden age, but he shifted to an intellectualized concert sound by the 1950s. The Troilo orchestra is best known for its instrumentals, but it also recorded with many vocalists. The Troilo orchestra recorded tangos with rhythmic, smooth, lyrical and concert-era sounds. <a href=""https://www.last.fm/music/+noredirect/An%C3%ADbal+Troilo"">Read more on Last.fm</a>",45120,291626,Miguel Caló,Francisco Canaro,Osvaldo Fresedo
Orquesta Cuerdas Latinas,tango,track,A Media Luz,2000,4D8NTtbdZAzxwgol21nGDd," <a href=""https://www.last.fm/music/Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",633,2184,Aldo Livorno y su acordeón Napolitano,Cuerdas Y Metales,Orquesta Cuerdas Y Metales
Familia Montoya,tango,track,Carmelilla,2000,1nmMCgpZB03muyxhzpjjp3," <a href=""https://www.last.fm/music/Familia+Montoya"">Read more on Last.fm</a>",94,533,El Agujetas,Fernanda de Utrera,Ramón El Portugués
Orquesta Cuerdas Latinas,tango,track,Júrame,2000,49rVFCLe3plbO2PsQIMr3e," <a href=""https://www.last.fm/music/Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",633,2184,Aldo Livorno y su acordeón Napolitano,Cuerdas Y Metales,Orquesta Cuerdas Y Metales
Carlos Di Sarli y su Orquesta Típica,tango,track,Bahía Blanca - Instrumental,2000,6JfI6n6UEHVd7fIkmIGQV1,"see also: carlos di sarli <a href=""https://www.last.fm/music/Carlos+Di+Sarli+y+su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",4668,54727,Juan D'Arienzo y su Orquesta Típica,Orquesta Tipica Victor,Carlos Di Sarli
Furacão 2000,tango,track,Montagem Tango,2000,2tDQphtfdJ1UgTxCIcUQ0R,"Furacão 2000 é uma produtora e gravadora carioca que produz coletâneas e shows de funk carioca e a principal responsável pela divulgação do funk carioca nos anos 1990 e a popularização do gênero pelo país, que é uma variação do Miami Bass. <a href=""https://www.last.fm/music/+noredirect/Furac%C3%A3o+2000"">Read more on Last.fm</a>",214958,1720758,DJ Marlboro,Mc Marcinho,Bonde Do Tigrão
Igorek,tango,track,Argentina Tango,2000,0ZLrtxwTfQghj5s8kmcmLG,"A humorous russian singer,his music is synthy as with most russkee music. <a href=""https://www.last.fm/music/Igorek"">Read more on Last.fm</a>",37119,386472,Ансамбль Весёлые ребята,Mark Bernes,Майами
Cuarteto Guardia Vieja,tango,track,El aeroplano,2000,006JEVfmLrcmycz2FmPEe0," <a href=""https://www.last.fm/music/Cuarteto+Guardia+Vieja"">Read more on Last.fm</a>",998,3864,Orquesta Tipica Victor,Francisco Canaro,Agustín Magaldi
Familia Montoya,tango,track,El Polígano,2000,0dZDGiA06VSEkXcpYVSMv8," <a href=""https://www.last.fm/music/Familia+Montoya"">Read more on Last.fm</a>",94,533,El Agujetas,Fernanda de Utrera,Ramón El Portugués
Familia Montoya,tango,track,Pastora,2000,72sBtDQvjmQcNQojd3CL56," <a href=""https://www.last.fm/music/Familia+Montoya"">Read more on Last.fm</a>",94,533,El Agujetas,Fernanda de Utrera,Ramón El Portugués
Familia Montoya,tango,track,Doña Golondrina,2000,0y7kkkfa0qT252794pUHG1," <a href=""https://www.last.fm/music/Familia+Montoya"">Read more on Last.fm</a>",94,533,El Agujetas,Fernanda de Utrera,Ramón El Portugués
Atilio Stampone y su gran Orquesta,tango,track,El Marne,2000,3SpKh81GiJ4FMo01fsUx3x," <a href=""https://www.last.fm/music/Atilio+Stampone+y+su+gran+Orquesta"">Read more on Last.fm</a>",374,736,Angelito Martinez,Omar Mollo,Aldo Saralegui
Hugo Del Carril,tango,track,Nostalgias,2000,29DZSehE6cH872BXr2LzrT,"Pierre Bruno Hugo Fontana otherwise known as Hugo del Carril (30 November1912 - 13 August 1989 in Buenos Aires) was an Argentine film actor, film director and tango singer of the classic era. Early life Born in Buenos Aires, del Carril was the son of parents of a rich economic position, his mother Orsolina Bertani was born in Argentina but his father, Hugo Fontana was an Italian architect, born in Milan. But in spite of the comforts and the comfortable life they led <a href=""https://www.last.fm/music/Hugo+Del+Carril"">Read more on Last.fm</a>",14661,71676,Libertad Lamarque,Roberto Firpo,Julio De Caro
Carlos Di Sarli y su Orquesta Típica,tango,track,Cara Sucia,2000,5InULFwWGAYXLuEktCcTG9,"see also: carlos di sarli <a href=""https://www.last.fm/music/Carlos+Di+Sarli+y+su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",4668,54727,Juan D'Arienzo y su Orquesta Típica,Orquesta Tipica Victor,Carlos Di Sarli
Carlos Di Sarli y su Orquesta Típica,tango,track,A La Gran Muñeca - 2ª Versión,2000,3q0awMzdlqmTxAPKbCyl80,"see also: carlos di sarli <a href=""https://www.last.fm/music/Carlos+Di+Sarli+y+su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",4668,54727,Juan D'Arienzo y su Orquesta Típica,Orquesta Tipica Victor,Carlos Di Sarli
Kurt Weill,tango,track,Die Dreigroschenoper: Tango Ballad,2000,3aOWsbZXhNAjYPIt0Zfult,"Kurt Julian Weill (March 2, 1900 – April 3, 1950), born in Dessau, Germany and died in New York City, was a composer active from the 1920s until his death. He was a leading composer for the stage, as well as writing a number of concert works. Over fifty years after his death, his music continues to be performed both in popular and classical contexts. In Weill's lifetime, his work was most associated with the voice of his wife, Lotte Lenya, but <a href=""https://www.last.fm/music/Kurt+Weill"">Read more on Last.fm</a>",69341,598895,Charles Ives,Igor Stravinsky,Arnold Schönberg
Orquestra Romântica Brasileira,tango,track,Cristal,2000,09iiitaWjjiX0joHhbnbII," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Orquesta Cuerdas Latinas,tango,track,El Choclo,2000,6GoGyej2NiqLLKjPSsy1bS," <a href=""https://www.last.fm/music/Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",633,2184,Aldo Livorno y su acordeón Napolitano,Cuerdas Y Metales,Orquesta Cuerdas Y Metales
Gran Orquesta Cuerdas Latinas,tango,track,Júrame,2000,1aMjiUXTdqGO9EEIkDonFl," <a href=""https://www.last.fm/music/Gran+Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",13,156,,,
Orquesta Cuerdas Latinas,tango,track,Uno,2000,1MPXnoNujaIbiancA1hIgh," <a href=""https://www.last.fm/music/Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",633,2184,Aldo Livorno y su acordeón Napolitano,Cuerdas Y Metales,Orquesta Cuerdas Y Metales
Familia Montoya,tango,track,Morena de Alegría,2000,6GI3BOdDF195R4AlKDMRLN," <a href=""https://www.last.fm/music/Familia+Montoya"">Read more on Last.fm</a>",94,533,El Agujetas,Fernanda de Utrera,Ramón El Portugués
Orquestra Romântica Brasileira,tango,track,La Cumparsita,2000,5nqnR9FRAqAomTXaAGrvpt," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Carlos Di Sarli y su Orquesta Típica,tango,track,Organito De La Tarde - 2ª Versión,2000,29rIM30lMkD2K1Zne4BLkf,"see also: carlos di sarli <a href=""https://www.last.fm/music/Carlos+Di+Sarli+y+su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",4668,54727,Juan D'Arienzo y su Orquesta Típica,Orquesta Tipica Victor,Carlos Di Sarli
Angel D'Agostino Y Su Orquesta Típica,tango,track,Ahora No Me Conoces,2000,4t3AgeR1pbwKA3JCAwuDUt," <a href=""https://www.last.fm/music/Angel+D%27Agostino+Y+Su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",652,8074,Juan D'Arienzo y su Orquesta Típica,Carlos Di Sarli y su Orquesta Típica,Francisco Lomuto y su Orquesta Típica
Hollywood Strings Orchestra,tango,track,Blue Tango,2000,2hGl6w0hgYqldIMuU0R3zJ," <a href=""https://www.last.fm/music/Hollywood+Strings+Orchestra"">Read more on Last.fm</a>",8182,41990,Orchestra Querencio,Louis Adrien,René Cloërec
Carlos Di Sarli y su Orquesta Típica,tango,track,El Once - 2ª Versión,2000,6t4qIj4E7JPiEeOADMj8Ls,"see also: carlos di sarli <a href=""https://www.last.fm/music/Carlos+Di+Sarli+y+su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",4668,54727,Juan D'Arienzo y su Orquesta Típica,Orquesta Tipica Victor,Carlos Di Sarli
Carlos Di Sarli y su Orquesta Típica,tango,track,El Choclo,2000,0jRxAvJlSkRDOkNujt2wKX,"see also: carlos di sarli <a href=""https://www.last.fm/music/Carlos+Di+Sarli+y+su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",4668,54727,Juan D'Arienzo y su Orquesta Típica,Orquesta Tipica Victor,Carlos Di Sarli
Carlos Di Sarli y su Orquesta Típica,tango,track,Cuidado Con Los 50,2000,4bExrahhnUFa7aPK4s9gjU,"see also: carlos di sarli <a href=""https://www.last.fm/music/Carlos+Di+Sarli+y+su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",4668,54727,Juan D'Arienzo y su Orquesta Típica,Orquesta Tipica Victor,Carlos Di Sarli
Roberto Goyeneche,tango,track,La Última Curda (with Armando Pontier y su Orquesta Tipica),2000,0HndXtp5piCpzXZSetczrO,"Roberto Goyeneche (1926 - 1994) was an Argentine tango singer who epitomized the archetype of 1950s Buenos Aires' bohemian life, and became a living legend in the local music scene. It was in 1944, at the age of 18, when the talented troubadour joined Raúl Kaplún's orchestra after winning a local contest, soon, debuting live in a local radio station called Belgrano. In 1952, Goyeneche teamed up with Horacio Salgán and with Aníbal Troilo in 1956 <a href=""https://www.last.fm/music/Roberto+Goyeneche"">Read more on Last.fm</a>",58732,561244,Julio Sosa,Carlos Gardel,Cacho Castaña
Carlos Di Sarli y su Orquesta Típica,tango,track,El Amanecer,2000,1AQsHjkVDRjcgPEi66G6HH,"see also: carlos di sarli <a href=""https://www.last.fm/music/Carlos+Di+Sarli+y+su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",4668,54727,Juan D'Arienzo y su Orquesta Típica,Orquesta Tipica Victor,Carlos Di Sarli
Carlos Di Sarli y su Orquesta Típica,tango,track,Viviani - 2ª Versión,2000,7spNdAY1QPcepY33lnAj6u,"see also: carlos di sarli <a href=""https://www.last.fm/music/Carlos+Di+Sarli+y+su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",4668,54727,Juan D'Arienzo y su Orquesta Típica,Orquesta Tipica Victor,Carlos Di Sarli
Carlos Di Sarli y su Orquesta Típica,tango,track,Don Juan - 2ª Versión,2000,4wljAqHLsxZiu0EZcelOFf,"see also: carlos di sarli <a href=""https://www.last.fm/music/Carlos+Di+Sarli+y+su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",4668,54727,Juan D'Arienzo y su Orquesta Típica,Orquesta Tipica Victor,Carlos Di Sarli
Angel D'Agostino Y Su Orquesta Típica,tango,track,Adios Arrabal,2000,1Z4GvixRVR6azAJMErcyFu," <a href=""https://www.last.fm/music/Angel+D%27Agostino+Y+Su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",652,8074,Juan D'Arienzo y su Orquesta Típica,Carlos Di Sarli y su Orquesta Típica,Francisco Lomuto y su Orquesta Típica
Roberto Goyeneche,tango,track,Niebla del Riachuelo,2000,2KCc48L50rZNBVHiiANseX,"Roberto Goyeneche (1926 - 1994) was an Argentine tango singer who epitomized the archetype of 1950s Buenos Aires' bohemian life, and became a living legend in the local music scene. It was in 1944, at the age of 18, when the talented troubadour joined Raúl Kaplún's orchestra after winning a local contest, soon, debuting live in a local radio station called Belgrano. In 1952, Goyeneche teamed up with Horacio Salgán and with Aníbal Troilo in 1956 <a href=""https://www.last.fm/music/Roberto+Goyeneche"">Read more on Last.fm</a>",58732,561244,Julio Sosa,Carlos Gardel,Cacho Castaña
Bruno Bertoli,tango,track,Tango Romantico,2000,38zhCRfwTVF6ryGoF25HY1," <a href=""https://www.last.fm/music/Bruno+Bertoli"">Read more on Last.fm</a>",3732,8220,Frankie Cimino,Umberto Scipione,Nadine e Marcus
Eric Gemsa,tango,track,Tango Nervioso,2000,5OFfSetJqQ2fg72uFvdDB6," <a href=""https://www.last.fm/music/Eric+Gemsa"">Read more on Last.fm</a>",5876,29522,Christian Sebasto Toucas,Arcangela Wertmuller & Italo Greco,Philippe Lhommet & Jacques Mercier
Bruno Bertoli,tango,track,Tango De La Pasion,2000,1o5jxBWUVk4X7TZcErGa0F," <a href=""https://www.last.fm/music/Bruno+Bertoli"">Read more on Last.fm</a>",3732,8220,Frankie Cimino,Umberto Scipione,Nadine e Marcus
Mariano Mores,tango,track,Taquito Militar - Milonga,2000,0DMYmSPiQbIhhnEEiTwCEF,"Mariano Mores (Mariano Martínez) es un músico argentino especializado en tango. Nació en el barrio San Telmo, Buenos Aires, el 18 de febrero de 1918. Estudió en el conservatorio D´Andrea en Lanús Oeste. Hizo el Profesorado de Música Clásica en sólo tres años; a los catorce años ya trabajaba en el café Vicente de la calle Corrientes. Fue acompañante en el conjunto criollo ""La Cuyanita"" y por un tiempo fue pianista de Roberto Firpo. Estrenó sus primeras composiciones en el Trío Mores <a href=""https://www.last.fm/music/Mariano+Mores"">Read more on Last.fm</a>",34168,139032,Sexteto Mayor,Roberto Firpo,Julio De Caro
Orquestra Romântica Brasileira,tango,track,Mano a Mano,2000,63TRY0rM0z0xFxDOhSh5kH," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Orquestra Romântica Brasileira,tango,track,Nostalgias,2000,3uFa6BnvM4XRiUX93b8X0g," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Gran Orquesta Cuerdas Latinas,tango,track,El Choclo,2000,4fzuy6YrQx3UbNhllrcPOM," <a href=""https://www.last.fm/music/Gran+Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",13,156,,,
Cello Trio,tango,track,Trenzinho Caipira,2000,18kMGy8Mhn5C51YVJEPWfy," <a href=""https://www.last.fm/music/Cello+Trio"">Read more on Last.fm</a>",575,7722,Maria Kliegel,Portland Cello Project,Jaap Ter Linden
Orquestra Romântica Brasileira,tango,track,Cuesta Abajo,2000,4Zug4szHoW8TfTPbCzXz5e," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Gran Orquesta Cuerdas Latinas,tango,track,A Media Luz,2000,3HijaQsDEgul62mRICKzKy," <a href=""https://www.last.fm/music/Gran+Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",13,156,,,
Orquestra Romântica Brasileira,tango,track,El Choclo,2000,6vLncc7C5SpxsiBd6CtWkL," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Orquestra Romântica Brasileira,tango,track,A Media Luz,2000,2wUmMe376R8Q8b5skizWv4," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Orquestra Romântica Brasileira,tango,track,Percal,2000,2hqd2ECgoZB9EyGesPpjhz," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Orquestra Romântica Brasileira,tango,track,Uno,2000,3WPK7rhlF9nNrN5BHUe0rh," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Roberto Firpo,tango,track,El amanecer,2000,3srF3hSwHRjUvuVVCAzuCq,"Roberto Firpo (May 10, 1884 - June 14, 1969) was an Tango Pianist, composer and leader. Firpo was born in Las Flores district of Buenos Aires where his father owned a grocery store. Firpo left school at 15 to work with his father and then several other companies, he eventually saved 200 Pesos to buy his first piano. Around 1903 he began to have lessons with one of the greats of the period, Alfredo Bevilacqua. In 1907 he began composing and performing. <a href=""https://www.last.fm/music/Roberto+Firpo"">Read more on Last.fm</a>",15017,89722,Osvaldo Fresedo,Julio De Caro,Quinteto Pirincho
Orquestra Romântica Brasileira,tango,track,Jurame,2000,2sXfbkV45i8USFe7DhgoDi," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Orquesta Cuerdas Latinas,tango,track,Cafetín de Buenos Aires,2000,0wHQpEUrPCThzNRFskSvsi," <a href=""https://www.last.fm/music/Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",633,2184,Aldo Livorno y su acordeón Napolitano,Cuerdas Y Metales,Orquesta Cuerdas Y Metales
Orquesta Cuerdas Latinas,tango,track,Mi Noche Triste,2000,6BqpL1ymnxz8Wa14W0lxqe," <a href=""https://www.last.fm/music/Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",633,2184,Aldo Livorno y su acordeón Napolitano,Cuerdas Y Metales,Orquesta Cuerdas Y Metales
Orquestra Romântica Brasileira,tango,track,Mi Buenos Aires Querido,2000,5UqPYRPvmIV1oc36NeRtN5," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996,12110,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
Astor Piazzolla,tango,track,Oblivion,2000,2ttQnxxHV7YYNjkMwmOQsr,"Astor Piazzolla (March 11, 1921 – July 4, 1992) was an Argentine tango composer and bandoneón player. His oeuvre revolutionized the traditional tango into a new style termed nuevo tango, incorporating elements from jazz and classical music. An excellent bandoneonist, he regularly performed his own compositions with different ensembles. He is known in his native land as ""El Gran Astor"" (""The Great Astor""). Ástor Pantaleón Piazzolla was born in Mar del Plata <a href=""https://www.last.fm/music/Astor+Piazzolla"">Read more on Last.fm</a>",416384,6715369,Roberto Goyeneche,Carlos Gardel,Osvaldo Pugliese
Héctor Ulises Passarella,tango,track,Tangosaín,2000,7aWcYlxjLu5XtjjGpPclvt," <a href=""https://www.last.fm/music/H%C3%A9ctor+Ulises+Passarella"">Read more on Last.fm</a>",131,498,Astor Piazzolla,Quadro Nuevo,Tango Siempre
Grupo de Juana Amaya,tango,track,Tangos Completos Sin Baile - Versión 1,2000,3lMbcYE7piAPsDiWLB3mgs," <a href=""https://www.last.fm/music/Grupo+de+Juana+Amaya"">Read more on Last.fm</a>",149,703,Juana Amaya,Manuel Salado,Grupo de Adela Campallo
Szwagierkolaska,tango,track,Tango szemrane,2000,5CHzXYCHLXseCPvh4Fb8Ry," <a href=""https://www.last.fm/music/Szwagierkolaska"">Read more on Last.fm</a>",13105,167025,Stanisław Grzesiuk,Czarno-Czarni,Kukiz i Piersi
